tconst	ordering	nconst	category	job	characters	img_url_asset
tt096177	6	nm0661751	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/jpgHbQjkrQHZnhmOvmDLhxvSf3r.jpg
tt096177	7	nm0845829	writer	\N	\N	\N
tt096177	8	nm0959552	producer	producer	\N	\N
tt096177	9	nm0830208	producer	producer	\N	\N
tt096222	10	nm0155163	editor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/beXskPZupY5mpFrqi3Lt3Jh24Qi.jpg
tt096222	1	nm0510903	actor	\N	"[""Lin Chi-Yin""]"	https://image.tmdb.org/t/p/{width_variable}/jNYxGjJDpXrNfvVUO1DHx2axbl3.jpg
tt096222	2	nm0156522	actress	\N	"[""Miss Chang""]"	https://image.tmdb.org/t/p/{width_variable}/mHu0edLezIp5gPYzPX7w4d2Iw15.jpg
tt096222	3	nm0156467	actor	\N	"[""Chang Yichien""]"	https://image.tmdb.org/t/p/{width_variable}/b2a2h0Xz4pDk7B0WDFADvzc5S1g.jpg
tt096222	4	nm0628806	actor	\N	"[""Director Ching Monta""]"	https://image.tmdb.org/t/p/{width_variable}/l0v7Fn5qPizk7Mt2WGNHiMF8hx5.jpg
tt096222	5	nm0160900	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/kuwtwIFDQbH1FagPPLMMweL0nl6.jpg
tt096222	6	nm0159052	writer	writer	\N	https://image.tmdb.org/t/p/{width_variable}/du89FDdXNfxyp20afB3tZ1kAOtk.jpg
tt096222	7	nm0939147	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/gMmaDRst3OwnY1wClKt541AmslD.jpg
tt096222	8	nm2696407	composer	\N	\N	\N
tt096222	9	nm0151870	cinematographer	\N	\N	\N
tt096254	1	nm0057062	actor	\N	\N	\N
tt096254	2	nm0486824	actress	\N	\N	\N
tt096254	3	nm0000491	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/kwYCdxTlDh9zauUCg4mp2XTCQTw.jpg
tt096254	4	nm0851930	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/sXC2wNRo7lshghNnNaPdWQ9sqKe.jpg
tt096254	5	nm0102074	composer	\N	\N	\N
tt096254	6	nm0220865	cinematographer	\N	\N	\N
tt096345	10	nm0456292	cinematographer	\N	\N	\N
tt096345	1	nm0535421	actor	\N	"[""Andi""]"	https://image.tmdb.org/t/p/{width_variable}/oTyDrKdZUlGf3SEBwH3vStDalQu.jpg
tt096345	2	nm0374610	actor	\N	"[""Micha""]"	https://image.tmdb.org/t/p/{width_variable}/i8j5uOthHZl1DndZClKdRFdhlnJ.jpg
tt096345	3	nm0500529	actor	\N	"[""Thomas""]"	\N
tt096345	4	nm0009436	actress	\N	"[""Katherina""]"	https://image.tmdb.org/t/p/{width_variable}/2gumC3faiIduRORTH6XAPUd7BEd.jpg
tt096345	5	nm0766649	director	\N	\N	\N
tt096345	6	nm0439856	producer	producer	\N	\N
tt096345	7	nm0618310	producer	producer	\N	\N
tt096345	8	nm0941811	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/hFQeziBgFDu5YsLb5ofqTErq0J9.jpg
tt096345	9	nm0108041	composer	\N	\N	\N
tt096346	10	nm0405809	editor	\N	\N	\N
tt096346	1	nm0182465	actor	\N	"[""Fabian""]"	\N
tt096346	2	nm0351518	actor	\N	"[""Junge""]"	\N
tt096346	3	nm0777560	actress	\N	"[""Wirtin""]"	https://image.tmdb.org/t/p/{width_variable}/8H8u0BLYaT1JdiWLV7ePV2Lmioj.jpg
tt096346	4	nm0871219	actress	\N	"[""Andrea""]"	https://image.tmdb.org/t/p/{width_variable}/ouciPPM1VlqXJdpOZkx7cISmftp.jpg
tt096346	5	nm0936123	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/heX5Q6NtJIYgogGmdZE7RqtsVhz.jpg
tt096346	6	nm1572419	writer	"story ""Der Webstuhl"""	\N	\N
tt096346	7	nm0126646	producer	producer	\N	\N
tt096346	8	nm0652310	composer	\N	\N	\N
tt096346	9	nm0275818	cinematographer	\N	\N	\N
tt096361	10	nm5934338	writer	english adaptation	\N	\N
tt096361	1	nm0619179	actress	\N	"[""Miyu""]"	https://image.tmdb.org/t/p/{width_variable}/vawayMgXfIm2in79OQVS5WJeYp2.jpg
tt096361	2	nm0586528	actor	\N	"[""Larva""]"	https://image.tmdb.org/t/p/{width_variable}/yL9Tx2HZgK7t5AssYl6oGE9bjdj.jpg
tt096361	3	nm0644527	actress	\N	"[""Reiha"",""Matsukaze""]"	https://image.tmdb.org/t/p/{width_variable}/eNdfMUyZgG5P4TNIZpbTAu8gBs9.jpg
tt096361	4	nm0794211	actress	\N	"[""Chisato Inoue""]"	\N
tt096361	5	nm0386185	director	\N	\N	\N
tt096361	6	nm1684335	director	\N	\N	\N
tt096361	7	nm0366625	writer	english adaptation	\N	https://image.tmdb.org/t/p/{width_variable}/zp00HY4uZEypDGuN1naHSqFt9FS.jpg
tt096361	8	nm4054745	writer	\N	\N	\N
tt096361	9	nm0469674	writer	english adaptation	\N	\N
tt096362	10	nm5934338	writer	english adaptation	\N	\N
tt096362	1	nm0619179	actress	\N	"[""Miyu""]"	https://image.tmdb.org/t/p/{width_variable}/vawayMgXfIm2in79OQVS5WJeYp2.jpg
tt096362	2	nm0586528	actor	\N	"[""Larva""]"	https://image.tmdb.org/t/p/{width_variable}/yL9Tx2HZgK7t5AssYl6oGE9bjdj.jpg
tt096362	3	nm0644527	actress	\N	"[""Reiha"",""Matsukaze""]"	https://image.tmdb.org/t/p/{width_variable}/eNdfMUyZgG5P4TNIZpbTAu8gBs9.jpg
tt096362	4	nm0794211	actress	\N	"[""Chisato Inoue""]"	\N
tt096362	5	nm0386185	director	\N	\N	\N
tt096362	6	nm1011775	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/sRLvJOl5OtPdprYnpUiImeWiceR.jpg
tt096362	7	nm0366625	writer	english adaptation	\N	https://image.tmdb.org/t/p/{width_variable}/zp00HY4uZEypDGuN1naHSqFt9FS.jpg
tt096362	8	nm4054745	writer	\N	\N	\N
tt096362	9	nm0469674	writer	english adaptation	\N	\N
tt096363	10	nm5934338	writer	english adaptation	\N	\N
tt096363	1	nm0619179	actress	\N	"[""Miyu""]"	https://image.tmdb.org/t/p/{width_variable}/vawayMgXfIm2in79OQVS5WJeYp2.jpg
tt096363	2	nm0586528	actor	\N	"[""Larva""]"	https://image.tmdb.org/t/p/{width_variable}/yL9Tx2HZgK7t5AssYl6oGE9bjdj.jpg
tt096363	3	nm0644527	actress	\N	"[""Reiha"",""Matsukaze""]"	https://image.tmdb.org/t/p/{width_variable}/eNdfMUyZgG5P4TNIZpbTAu8gBs9.jpg
tt096363	4	nm0794211	actress	\N	"[""Chisato Inoue""]"	\N
tt096363	5	nm0386185	director	\N	\N	\N
tt096363	6	nm1011775	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/sRLvJOl5OtPdprYnpUiImeWiceR.jpg
tt096363	7	nm0366625	writer	english adaptation	\N	https://image.tmdb.org/t/p/{width_variable}/zp00HY4uZEypDGuN1naHSqFt9FS.jpg
tt096363	8	nm4054745	writer	\N	\N	\N
tt096363	9	nm0469674	writer	english adaptation	\N	\N
tt096397	10	nm4240629	actor	\N	"[""Lewis""]"	\N
tt096397	1	nm0189943	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/flYq1atbQpNZp2lWdKMEtP8uV9x.jpg
tt096397	2	nm0224026	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/hrd0vZW8AINAOenYgjJvaDeAm37.jpg
tt096397	3	nm0239824	actress	\N	\N	https://image.tmdb.org/t/p/{width_variable}/iLFTLKQjAuzuxDwNKe1iyfe98BD.jpg
tt096397	4	nm0337945	actress	\N	\N	https://image.tmdb.org/t/p/{width_variable}/t3K2Wgb2eRhU88uMUL1pA5oQeiM.jpg
tt096397	5	nm0509136	director	\N	\N	\N
tt096397	6	nm0392248	cinematographer	\N	\N	\N
tt096397	7	nm8393091	production_designer	\N	\N	\N
tt096397	8	nm0355219	production_designer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/7aL8CeYuKtt6SU50ZWNs8wnVsgd.jpg
tt096397	9	nm0383533	actress	\N	\N	https://image.tmdb.org/t/p/{width_variable}/gMYIyJKmfPxX12lRFFAV1NeIymI.jpg
tt096405	10	nm0851320	cinematographer	\N	\N	\N
tt096405	1	nm0703438	actress	\N	"[""Susan""]"	https://image.tmdb.org/t/p/{width_variable}/u6k0QLlCsvVQ3HIkjWxcurkhvFI.jpg
tt096405	2	nm0654110	actor	\N	"[""Jake""]"	https://image.tmdb.org/t/p/{width_variable}/ed0LT4wH1rUCviCFexd4XPZVHE1.jpg
tt096405	3	nm0000667	actor	\N	"[""Ringe""]"	https://image.tmdb.org/t/p/{width_variable}/sNuYyT8ocLlQr3TdAW9CoKVbCU8.jpg
tt096405	4	nm0452950	actress	\N	"[""Kate""]"	https://image.tmdb.org/t/p/{width_variable}/bSevkJEldWbFBJLQaOarjTMeZt8.jpg
tt096405	5	nm0452319	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/x6kMAF5aO2s7oNYMl6el1Z79ckT.jpg
tt096405	6	nm0142179	writer	\N	\N	\N
tt096405	7	nm0514264	producer	producer	\N	\N
tt096405	8	nm0452317	composer	\N	\N	\N
tt096405	9	nm0568580	composer	\N	\N	\N
tt096469	10	nm0948192	editor	\N	\N	\N
tt096469	1	nm0960013	actress	\N	"[""Ying""]"	https://image.tmdb.org/t/p/{width_variable}/76B1cA3EgXbEHBsFJD13Pv4LLrg.jpg
tt096469	2	nm0516240	actress	\N	"[""Rabbit""]"	https://image.tmdb.org/t/p/{width_variable}/aMYR4JYfzFnRpvNOVXQKCHepPIK.jpg
tt096469	3	nm0504908	actress	\N	"[""Cherry""]"	\N
tt096469	4	nm5768023	actress	\N	\N	\N
tt096469	5	nm0157392	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/tqzySnsIP0xEdb97IUxUTBt64RG.jpg
tt096469	6	nm0477269	writer	screenplay	\N	\N
tt096469	7	nm0943145	producer	producer	\N	\N
tt096469	8	nm1385959	composer	\N	\N	\N
tt096469	9	nm0156901	cinematographer	\N	\N	\N
tt096500	1	nm0262253	actor	\N	"[""Viscount Gontrand de Signoles""]"	https://image.tmdb.org/t/p/{width_variable}/fe2HGDXkZ7HR58ey0UQtBArws6u.jpg
tt096500	2	nm0482261	actor	\N	"[""Inspector""]"	https://image.tmdb.org/t/p/{width_variable}/pin12i1NslkiKvm3TwnNnMLhj3S.jpg
tt096500	3	nm0649121	actor	\N	"[""Cesar - Viscount's Butler""]"	\N
tt096500	4	nm3136120	actor	\N	"[""Doctor Laca sagne""]"	\N
tt096500	5	nm3134982	director	\N	\N	\N
tt096500	6	nm0560943	writer	short story	\N	https://image.tmdb.org/t/p/{width_variable}/5TnxaJOQcUI3ysXUvstMXfm4bJP.jpg
tt096500	7	nm0689771	composer	\N	\N	\N
tt096500	8	nm0636450	cinematographer	\N	\N	\N
tt096500	9	nm3135666	editor	\N	\N	\N
tt096513	10	nm0306473	composer	\N	\N	\N
tt096513	1	nm0150894	actor	\N	"[""James""]"	https://image.tmdb.org/t/p/{width_variable}/7QhbscCqK0yVzL22H8fdQsI9ezb.jpg
tt096513	2	nm0161275	actor	\N	"[""Bond""]"	\N
tt096513	3	nm0594226	actor	\N	"[""Sergeant Tai Hwa Wang""]"	https://image.tmdb.org/t/p/{width_variable}/cCmCh5D3bRA1dZ7xKGH5pBjkyQf.jpg
tt096513	4	nm0960013	actress	\N	"[""Tequila""]"	https://image.tmdb.org/t/p/{width_variable}/76B1cA3EgXbEHBsFJD13Pv4LLrg.jpg
tt096513	5	nm1847973	writer	feature writer	\N	\N
tt096513	6	nm0938944	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/arQkbiAYI8WWU39pYQbBsBw5Dvd.jpg
tt096513	7	nm3561144	producer	producer	\N	\N
tt096513	8	nm3154386	producer	producer	\N	\N
tt096513	9	nm0874676	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/vrPBadugqlMkfNIYzLZbP4sEF1j.jpg
tt096749	10	nm0784780	production_designer	\N	\N	\N
